,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14679,15067,Suzumiya Haruhi no Heiretsu,Nintendo Wii,2009,Adventure,Sega,0.0,0.0,0.02,0.0,0.02
14680,15068,F1 Race Stars,PC,2012,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
14681,15069,DemiKids: Light Version,Nintendo Game Boy Advance,2002,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02
14682,15070,Nanatsuiro * Drops Pure!!,Sony PlayStation 2,2007,Adventure,Media Works,0.0,0.0,0.02,0.0,0.02
14683,15071,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,Nintendo DS,2010,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
14684,15072,Escape the Emerald Star,PC,2011,Puzzle,PopCap Games,0.02,0.0,0.0,0.0,0.02
14685,15073,La Corda d'Oro 4,Sony Playstation Vita,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14686,15074,Thomas and Friends: Steaming around Sodor,Nintendo 3DS,2015,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02
14687,15075,Titanic Mystery,Nintendo Wii,2010,Puzzle,O-Games,0.02,0.0,0.0,0.0,0.02
14688,15076,Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02
14689,15077,Bottom of the 9th '97,Sony PlayStation,1997,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
14690,15078,Shaman King: Chou Senjiryokketsu 3,Nintendo Game Boy Advance,2002,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02
14691,15079,Ride,Microsoft Xbox 360,2015,Racing,Milestone S.r.l.,0.0,0.02,0.0,0.0,0.02
14692,15080,Line Rider 2: Unbound,Nintendo Wii,2008,Puzzle,Deep Silver,0.02,0.0,0.0,0.0,0.02
14693,15081,HatsuKare * Renai Debut Sengen!,Sony PlayStation Portable,2013,Adventure,FuRyu,0.0,0.0,0.02,0.0,0.02
14694,15082,Treasure Chase,Nintendo DS,2011,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02
14695,15083,Unreal Anthology,PC,2006,Shooter,Midway Games,0.0,0.02,0.0,0.0,0.02
14696,15084,X3: Terran War Pack,PC,2012,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02
14697,15085,Prison Architect,Sony PlayStation 4,2016,Action,Introversion Software,0.01,0.01,0.0,0.0,0.02
14698,15086,G1 Jockey Wii,Nintendo Wii,2007,Sports,Tecmo Koei,0.0,0.01,0.02,0.0,0.02
14699,15087,Kingdom: Ikkitousen no Ken,Sony PlayStation Portable,2010,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14700,15088,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,Sony PlayStation 2,2007,Fighting,Yuke's,0.0,0.0,0.02,0.0,0.02
14701,15089,Rugby League Live 3,Sony PlayStation 4,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02
14702,15090,Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02
14703,15091,RayCrisis: Series Termination,Sony PlayStation,1999,Shooter,JVC,0.01,0.01,0.0,0.0,0.02
14704,15092,Left 4 Dead,PC,2008,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
14705,15093,Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
14706,15094,Ikki Tousen: Shining Dragon,Sony PlayStation 2,2007,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
14707,15095,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,Sony PlayStation 2,2008,Adventure,Minato Station,0.0,0.0,0.02,0.0,0.02
14708,15096,Toxic Grind,Microsoft Xbox,2002,Sports,THQ,0.02,0.0,0.0,0.0,0.02
14709,15097,DiRT,PC,2007,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
14710,15098,Kawasaki Jet Ski,Nintendo Wii,2008,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.02
14711,15099,Genkai Tokki: Seven Pirates,Sony Playstation Vita,2016,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02
14712,15100,Enchanted Arms (JP sales),Microsoft Xbox 360,2006,Role-Playing,Ubisoft,0.0,0.0,0.02,0.0,0.02
14713,15101,ScrapLand,Microsoft Xbox,2005,Action,Deep Silver,0.02,0.0,0.0,0.0,0.02
14714,15102,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,Sony PlayStation Portable,2011,Misc,Paon,0.0,0.0,0.02,0.0,0.02
14715,15103,Geten no Hana,Sony PlayStation Portable,2013,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14716,15104,Crazy Machines,Nintendo Wii,2010,Puzzle,DTP Entertainment,0.01,0.01,0.0,0.0,0.02
14717,15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,Sony PlayStation Portable,2009,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14718,15106,Blade Arcus from Shining EX,Sony PlayStation 3,2015,Fighting,Sega,0.0,0.0,0.02,0.0,0.02
14719,15107,Brave: The Video Game,Nintendo Wii,2012,Action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.02
14720,15108,Frontlines: Fuel of War,PC,2008,Shooter,THQ,0.0,0.02,0.0,0.0,0.02
14721,15109,D.Gray-man: Sousha no Shikaku,Sony PlayStation 2,2008,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14722,15110,Indianapolis 500 Evolution,Microsoft Xbox 360,2009,Racing,Zushi Games,0.02,0.0,0.0,0.0,0.02
14723,15111,Ookami to Koushinryou: Omiowataru Kaze,Nintendo DS,2009,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02
14724,15112,Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
14725,15113,School Days LxH,Sony PlayStation 2,2008,Adventure,Interchannel,0.0,0.0,0.02,0.0,0.02
14726,15114,Neo Angelique,Sony PlayStation 2,2006,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14727,15115,Big Idea's VeggieTales: LarryBoy and the Bad Apple,Sony PlayStation 2,2006,Action,Crave Entertainment,0.01,0.01,0.0,0.0,0.02
14728,15116,Namco Museum Battle Collection (JP sales),Sony PlayStation Portable,2005,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
14729,15117,Chaos;Head Noah,Sony PlayStation Portable,2010,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
14730,15118,Brandish: The Dark Revenant,Sony PlayStation Portable,2009,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02
14731,15119,Summon Night: Swordcraft Story,Nintendo Game Boy Advance,2003,Role-Playing,Banpresto,0.02,0.01,0.0,0.0,0.02
14732,15120,Samurai Shodown V,Microsoft Xbox,2006,Fighting,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02
14733,15121,Pro Fishing Challenge,Microsoft Xbox,2004,Sports,Atlus,0.02,0.0,0.0,0.0,0.02
14734,15122,Minna no Chizu 2,Sony PlayStation Portable,2007,Misc,Zenrin,0.0,0.0,0.02,0.0,0.02
14735,15123,Franklin's Great Adventures,Nintendo DS,2006,Action,Game Factory,0.02,0.0,0.0,0.0,0.02
14736,15124,Test Drive Unlimited,PC,2007,Racing,Atari,0.0,0.02,0.0,0.0,0.02
14737,15125,SAW,PC,2009,Action,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02
14738,15126,Princess Saver! Eternal Love for My Lady,Sony PlayStation 2,2010,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02
14739,15127,To Love-Ru Trouble: Darkness - True Princess,Sony Playstation Vita,2015,Action,FuRyu,0.0,0.0,0.02,0.0,0.02
14740,15128,Tokyo Mew Mew,Sony PlayStation,2002,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02
14741,15129,Jitsumei Jikkyou Keiba Dream Classic 2002,Sony PlayStation 2,2002,Sports,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14742,15130,Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,0.02,0.0,0.0,0.0,0.02
14743,15131,Interactive Storybook DS Series 3,Nintendo DS,2007,Misc,Tommo,0.02,0.0,0.0,0.0,0.02
14744,15132,Moujuutsukai to Oujisama: Snow Bride Portable,Sony PlayStation Portable,2012,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14745,15133,Twinkle * Crusaders GoGo!,Sony PlayStation Portable,2010,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02
14746,15134,Serious Sam HD: Gold Edition,PC,2010,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02
14747,15135,Rule of Rose,Sony PlayStation 2,2006,Action,505 Games,0.01,0.01,0.0,0.0,0.02
14748,15136,RedCard 20-03,Nintendo GameCube,2002,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02
14749,15137,Homeworld,PC,1998,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
14750,15138,Freestyle Metal X,Microsoft Xbox,2003,Racing,Midway Games,0.02,0.0,0.0,0.0,0.02
14751,15139,Shonen Jump's One Piece: Grand Adventure,Sony PlayStation 2,2005,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
14752,15140,Pac-Man World Rally,Sony PlayStation 2,2006,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
14753,15141,Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
14754,15142,Max Payne,PC,2001,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
14755,15143,Uta Kumi 575,Sony Playstation Vita,2014,Misc,Sega,0.0,0.0,0.02,0.0,0.02
14756,15144,Invizimals: The Lost Kingdom,Sony PlayStation 3,2013,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.02
14757,15145,428: Fuusa Sareta Shibuya de,Sony PlayStation 3,2009,Adventure,Spike,0.0,0.0,0.02,0.0,0.02
14758,15146,IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02
14759,15147,Overlord,PC,2007,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02
14760,15148,Sacred 3,PC,2014,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02
14761,15149,The Professor's Brain Trainer: Logic,Nintendo DS,2005,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02
14762,15150,Fritz Chess,Nintendo Wii,2009,Strategy,Deep Silver,0.02,0.01,0.0,0.0,0.02
14763,15151,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,Sony PlayStation Portable,2010,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
14764,15152,NFL Blitz Pro,Nintendo GameCube,2003,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02
14765,15153,Rocket League,PC,2016,Sports,505 Games,0.01,0.01,0.0,0.0,0.02
14766,15154,Balls of Fury,Nintendo Wii,2007,Sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
14767,15155,18 Wheels of Steel: Extreme Trucker,PC,2009,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02
14768,15156,Rugby World Cup 2015,Microsoft Xbox One,2015,Sports,Ubisoft,0.0,0.02,0.0,0.0,0.02
14769,15157,Winning Post 8 2015,Sony PlayStation 3,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14770,15158,Veggy World,Nintendo DS,2011,Shooter,Jack of All Games,0.02,0.0,0.0,0.0,0.02
14771,15159,Commandos: Strike Force,Microsoft Xbox,2006,Shooter,Eidos Interactive,0.02,0.0,0.0,0.0,0.02
14772,15160,Ukiyo no Roushi,Sony Playstation Vita,2015,Action,Unknown,0.0,0.0,0.02,0.0,0.02
14773,15161,SBK: Snowboard Kids,Nintendo DS,2005,Sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02
14774,15162,Warriors of the Lost Empire (JP sales),Sony PlayStation Portable,2007,Role-Playing,Mercury Games,0.0,0.0,0.02,0.0,0.02
14775,15163,Jojo's Bizarre Adventure,Sony PlayStation,1999,Fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02
14776,15164,Lode Runner,Nintendo DS,2006,Puzzle,Hudson Entertainment,0.0,0.0,0.02,0.0,0.02
14777,15165,Zathura,Microsoft Xbox,2005,Adventure,Take-Two Interactive,0.02,0.0,0.0,0.0,0.02
14778,15166,Cities in Motion Collection,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
14779,15167,Evolution Snowboarding,Sony PlayStation 2,2002,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
14780,15168,Jissen Pachinko Hisshouhou! CR Sakura Taisen,Sony PlayStation 2,2007,Misc,Sega,0.0,0.0,0.02,0.0,0.02
14781,15169,Aegis of Earth: Protonovus Assault,Sony PlayStation 4,2016,Action,PQube,0.02,0.0,0.0,0.0,0.02
14782,15170,Freedom Wings,Nintendo DS,2006,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02
14783,15171,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,Super Nintendo Entertainment System,1996,Puzzle,Compile,0.0,0.0,0.02,0.0,0.02
14784,15172,Zillions of Enemy X: Zetsukai no Crusade,Sony PlayStation 3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
14785,15173,Dream Chronicles,Nintendo DS,2010,Adventure,Zoo Games,0.02,0.0,0.0,0.0,0.02
14786,15174,Kung Fu Panda: Showdown of Legendary Legends,Sony PlayStation 3,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02
14787,15175,The Settlers IV,PC,2001,Strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02
14788,15176,Happiness! De-Lucks,Sony PlayStation 2,2007,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
14789,15177,Mount & Blade,PC,2008,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
14790,15178,Doki Majo Plus,Nintendo DS,2009,Adventure,SNK Playmore,0.0,0.0,0.02,0.0,0.02
14791,15179,Eureka Seven Vol. 2: The New Vision,Sony PlayStation 2,2006,Shooter,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14792,15180,Love Once: Mermaid's Tears,Sony PlayStation 3,2011,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02
14793,15181,Puzzle Challenge: Crosswords and More!,Sony PlayStation 2,2006,Puzzle,Crave Entertainment,0.01,0.01,0.0,0.0,0.02
14794,15182,Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
14795,15183,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",Sony PlayStation Portable,2009,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
14796,15184,Muppets Party Cruise,Nintendo GameCube,2003,Misc,TDK Mediactive,0.02,0.0,0.0,0.0,0.02
14797,15185,Quake 4,PC,2005,Shooter,Activision,0.0,0.02,0.0,0.0,0.02
14798,15186,Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02
14799,15187,Sengoku Otome: Legend Battle,Sony Playstation Vita,2016,Action,Unknown,0.0,0.0,0.02,0.0,0.02
14800,15188,Shippuu Mahou Daisakusen: Kingdom-Grandprix,Sega Saturn,1996,Shooter,Gaga,0.0,0.0,0.02,0.0,0.02
14801,15189,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,Sony PlayStation Portable,2006,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02
14802,15190,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,Nintendo DS,2011,Misc,Plenty,0.0,0.0,0.02,0.0,0.02
14803,15191,Fritz Chess,Nintendo DS,2009,Strategy,Deep Silver,0.02,0.0,0.0,0.0,0.02
14804,15192,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,Sony PlayStation Portable,2011,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
14805,15193,Fuel,PC,2009,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
14806,15194,Serious Sam: Next Encounter,Nintendo GameCube,2004,Shooter,Global Star,0.02,0.0,0.0,0.0,0.02
14807,15195,PachiPara 15: Super Umi Monogatari in Okinawa 2,Sony PlayStation 3,2010,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02
14808,15196,Motto! SoniComi,Sony PlayStation 3,2014,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
14809,15197,Let's Play Flight Attendant,Nintendo DS,2010,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02
14810,15198,Akai Ito DS,Nintendo DS,2008,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
14811,15199,Knight's Apprentice: Memorick's Adventures,Microsoft Xbox,2004,Action,Microids,0.02,0.0,0.0,0.0,0.02
14812,15201,Darksiders,Sony PlayStation 3,2010,Action,THQ,0.01,0.01,0.0,0.0,0.02
14813,15202,Natsuiro no Sunadokei,Sony PlayStation 2,2002,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02
14814,15203,Indigo Prophecy,PC,2005,Adventure,Atari,0.0,0.02,0.0,0.0,0.02
14815,15204,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,Sony PlayStation 2,2007,Misc,Sega,0.0,0.0,0.02,0.0,0.02
14816,15205,Tale of a Hero,PC,2010,Adventure,Daedalic,0.0,0.02,0.0,0.01,0.02
14817,15206,Valentino Rossi: The Game,Microsoft Xbox One,2016,Racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
14818,15207,Turbo: Super Stunt Squad,Sony PlayStation 3,2013,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02
14819,15208,FIFA Soccer 09,PC,2008,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
14820,15209,The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02
14821,15210,Ballblazer Champions,Sony PlayStation,1997,Sports,CTO SpA,0.01,0.01,0.0,0.0,0.02
14822,15212,So Blonde,PC,2008,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
14823,15213,Winter Sports 2011,Microsoft Xbox 360,2011,Sports,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
14824,15214,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,Sony PlayStation 2,2008,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
14825,15215,Disney's Meet the Robinsons,Nintendo DS,2007,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.02
14826,15216,Casper's Scare School: Classroom Capers,Nintendo DS,2008,Adventure,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02
14827,15217,Moujuutsukai to Oujisama Portable,Sony PlayStation Portable,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14828,15218,Galaxy Angel II: Eigou Kaiki no Koku,Sony PlayStation 2,2009,Strategy,Broccoli,0.0,0.0,0.02,0.0,0.02
14829,15219,Genroh,Sony PlayStation Portable,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
14830,15220,Otome wa Oanesama Boku ni Koi Shiteru Portable,Sony PlayStation Portable,2010,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
14831,15221,Iron Phoenix,Microsoft Xbox,2005,Fighting,Sega,0.02,0.0,0.0,0.0,0.02
14832,15222,Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
14833,15223,Geon Cube,Nintendo Wii,2009,Puzzle,P2 Games,0.02,0.0,0.0,0.0,0.02
14834,15224,Tennis no Oji-Sama: Driving Smash! Side King,Nintendo DS,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14835,15225,Kuon,Sony PlayStation 2,2004,Adventure,Indie Games,0.01,0.01,0.0,0.0,0.02
14836,15226,Kannou Mukashi Banashi Portable,Sony PlayStation Portable,2012,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14837,15227,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,Sony PlayStation 3,2010,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
14838,15228,Diabolik Lovers: More Blood,Sony Playstation Vita,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14839,15229,Triple Crown Championship Snowboarding,Nintendo Wii,2010,Sports,Destineer,0.02,0.0,0.0,0.0,0.02
14840,15230,UnchainBlades EXXiV,Nintendo 3DS,2012,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02
14841,15231,The Fast and the Furious,Sony PlayStation Portable,2007,Racing,Deep Silver,0.02,0.0,0.0,0.0,0.02
14842,15232,Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0.0,0.02,0.0,0.0,0.02
14843,15233,Carmen Sandiego: The Secret of the Stolen Drums,Nintendo GameCube,2004,Action,BAM! Entertainment,0.02,0.0,0.0,0.0,0.02
14844,15234,The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02
14845,15235,Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,0.0,0.02,0.0,0.0,0.02
14846,15236,Dance! It's Your Stage,Sony PlayStation 3,2011,Misc,DTP Entertainment,0.0,0.02,0.0,0.01,0.02
14847,15237,Sacred Gold,PC,2005,Role-Playing,Encore,0.0,0.02,0.0,0.0,0.02
14848,15238,Dies Irae: Amantes Amentes,Sony PlayStation Portable,2012,Action,Views,0.0,0.0,0.02,0.0,0.02
14849,15239,Puyo Puyo! 15th Anniversary,Sony PlayStation Portable,2007,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02
14850,15240,Mind over Matter,Nintendo DS,2010,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02
14851,15241,The Idolmaster: Gravure For You! Vol.9,Sony PlayStation 3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14852,15242,Discovery Kids: Snake Safari,Nintendo DS,2009,Simulation,505 Games,0.02,0.0,0.0,0.0,0.02
14853,15243,Ryu-koku,Sony PlayStation 2,2006,Adventure,KID,0.0,0.0,0.02,0.0,0.02
14854,15244,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,Nintendo DS,2008,Misc,Square Enix,0.0,0.0,0.02,0.0,0.02
14855,15245,Group S Challenge,Microsoft Xbox,2003,Racing,Capcom,0.02,0.0,0.0,0.0,0.02
14856,15246,GunParade Orchestra: Midori no Shou,Sony PlayStation 2,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
14857,15247,Shooter: Starfighter Sanvein,Sony PlayStation,2000,Shooter,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02
14858,15248,Jewel Master: Cradle Of Rome 2,Nintendo DS,2011,Puzzle,Rising Star Games,0.0,0.02,0.0,0.0,0.02
14859,15249,Sakura Wars 1 & 2,Sony PlayStation Portable,2006,Strategy,Sega,0.0,0.0,0.02,0.0,0.02
14860,15250,Kao Challengers,Sony PlayStation Portable,2005,Platform,Atari,0.02,0.0,0.0,0.0,0.02
14861,15251,Brave: The Video Game,Nintendo DS,2012,Action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.02
14862,15252,Order of War,PC,2009,Strategy,Square Enix,0.0,0.01,0.0,0.0,0.02
14863,15253,Terminator 3: The Redemption,Nintendo GameCube,2004,Shooter,Atari,0.02,0.0,0.0,0.0,0.02
14864,15254,Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02
14865,15255,Date A Live: Arusu Install,Sony PlayStation 3,2014,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02
14866,15256,Canimal Triple,Sony Playstation Vita,2014,Misc,Warner Bros. Interactive Entertainment,0.0,0.02,0.0,0.0,0.02
14867,15257,Tengen Toppa Gurren-Lagann,Nintendo DS,2007,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14868,15258,Sugoi Hebereke,Super Nintendo Entertainment System,1994,Fighting,Sunsoft,0.0,0.0,0.02,0.0,0.02
14869,15259,Pebble Beach Golf Links,Sega Saturn,1994,Sports,Sega,0.0,0.0,0.02,0.0,0.02
14870,15260,Spider-Man: Web of Shadows,PC,2008,Action,Activision,0.0,0.02,0.0,0.0,0.02
14871,15261,Dakar 2: The World's Ultimate Rally,Microsoft Xbox,2003,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02
14872,15262,Jelly Belly: Ballistic Beans,Nintendo Wii,2009,Puzzle,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
14873,15263,PopCap Hits!,Microsoft Xbox 360,2011,Misc,PopCap Games,0.0,0.02,0.0,0.0,0.02
14874,15265,Higurashi Daybreak Portable Mega Edition,Sony PlayStation Portable,2009,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
14875,15266,Dragon's Lair,Nintendo DS,2010,Platform,Destineer,0.02,0.0,0.0,0.0,0.02
14876,15267,Shinken de Watashi ni Koi Shinasai! R,Sony PlayStation 3,2012,Action,Minato Station,0.0,0.0,0.02,0.0,0.02
14877,15268,Whiteout,Sony PlayStation 2,2002,Racing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
14878,15269,Shiratsuyu no Kai,Sony PlayStation Portable,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14879,15270,Dungeon Defenders,PC,2011,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02
14880,15271,Final Fantasy XIV: Heavensward,Sony PlayStation 3,2015,Action,Square Enix,0.01,0.0,0.01,0.0,0.02
14881,15272,Sniper Elite V2,Nintendo Wii U,2013,Shooter,505 Games,0.0,0.02,0.0,0.0,0.02
14882,15273,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,Sony PlayStation Portable,2008,Simulation,fonfun,0.0,0.0,0.02,0.0,0.02
14883,15274,XGRA: Extreme G Racing Association,Nintendo GameCube,2003,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02
14884,15275,Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02
14885,15276,Thomas & Friends: Hero of the Rails,Nintendo Wii,2010,Misc,Unknown,0.0,0.02,0.0,0.0,0.02
14886,15277,Taito Legends 2,Sony PlayStation 2,2006,Misc,Empire Interactive,0.01,0.01,0.0,0.0,0.02
14887,15278,World Championship Poker featuring Howard Lederer: All In,Nintendo Wii,2006,Misc,505 Games,0.02,0.0,0.0,0.0,0.02
14888,15279,Kill.Switch,Nintendo Game Boy Advance,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02
14889,15280,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",Sony PlayStation Portable,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14890,15281,Jinsei Game Wii,Nintendo Wii,2007,Misc,Takara Tomy,0.0,0.0,0.02,0.0,0.02
14891,15282,Heavy Fire: The Chosen Few 3D,Nintendo 3DS,2011,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02
